kx_list,ky_list,rx_list,ry_list
4.1887902047863905,0.0,-2.1512352843803164,1.247856948289245
-2.0943951023931953,3.6275987284684357,-2.1512352843705003,1.2478569482916855
-2.0943951023931953,-3.6275987284684357,-2.1512352843815306,1.2478569482849085
