kx_list,ky_list,rx_list,ry_list
4.1887902047863905,0.0,-8.615381277948395e-13,-2.482622973950844
-2.0943951023931953,3.6275987284684357,5.250787419459807e-12,-2.4826229739422914
-2.0943951023931953,-3.6275987284684357,-1.150134381831435e-13,-2.482622973943697
