size,localized_1,localized_2,delocalized_1,delocalized_2,delocalized_3
12,0.02040609712575403,0.14605570070580498,0.5717856322661063,1.4106358825242644,-2.0176951394238074
18,0.001241556112906661,0.015846221458748033,-2.7554961346855738,-1.246225479590704,1.092128093889551
24,6.085326226923371e-6,0.0005291608513928736,-4.451261081016725,5.674468788152922,2.463482284147119
30,-6.646986960845425e-7,0.00014868784553589975,3.685991368211683,-0.5803505603243719,-0.814939816343685
36,-1.5002015629761445e-8,3.291255998938425e-5,0.1998667524196378,-2.2800564653908317,1.351973549052424
42,-6.756595283263778e-11,2.7937025253166325e-6,1.6015772369451318,1.583460777561677,-6.121278645507
