size_list,localized_1,localized_2,delocalized_1,delocalized_2,delocalized_3
12,0.023742530861252935,0.05890349592114043,2.846062950900449,2.412906625913782,1.439528395245243
18,0.0002238509131744144,0.011197366224488659,2.9971377450379038,2.978844453083219,2.8524402799636297
24,1.106718362148299e-5,0.0015467877746294302,0.28830469750126736,0.3508603438616111,2.2984316304455246
30,1.0534662422988993e-7,4.515049121217743e-5,2.2082680021277734,0.36414128351284547,2.4021434132996444
36,1.19255310689805e-10,1.42328786684543e-6,2.4881576069736964,2.0709056659558582,0.1315953895883888
42,1.4561394615282078e-11,2.1852584113537184e-7,2.5218715463844825,2.0292120969479392,2.8956109113235824
