size_list,localized_1,localized_2,delocalized_1,delocalized_2,delocalized_3
12,0.0237425308612519,0.05890349592112966,2.8460629509003987,2.4129066259137866,1.4395283948662154
18,0.00022385091314011392,0.011197366224522035,2.997137745037857,2.978844453083126,2.8524402799637576
24,1.1067183644989988e-5,0.0015467877746139912,0.2883046975004166,0.3508603438617246,2.298431630445692
30,1.053466314819487e-7,4.5150491192748964e-5,2.2082680021279653,0.3641412835108131,2.40214341329912
36,1.1926404373332844e-10,1.423287854403045e-6,2.4881576069736853,2.0709056659544176,0.1315953895878221
42,1.4566976577847012e-11,2.1852583665501277e-7,2.5218715463843027,2.0292120969491734,2.8956109113238764
