Ordinal,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
1,0.6867177846006985,0.6867177835917454,0.6867177809503792,0.6867177776856759,0.6867177750446405,0.6867177740358947,0.6867177750446415,0.6867177776856748,0.6867177809503805,0.6867177835917456,0.6867177846006977
2,0.695381018805397,0.69538101562366,0.695381007293693,0.695380996997145,0.6953809886669475,0.6953809854850683,0.6953809886669484,0.6953809969971454,0.6953810072936926,0.6953810156236595,0.695381018805397
3,0.8546819334234422,0.8546818458416087,0.8546816164043776,0.8546813325153747,0.8546811026115897,0.8546810147414079,0.8546811026115885,0.8546813325153748,0.8546816164043779,0.854681845841609,0.8546819334234423
4,0.8660891377049362,0.8660885932321909,0.8660871637732817,0.8660853888520981,0.866083946436917,0.8660833939567569,0.866083946436917,0.8660853888520993,0.8660871637732811,0.8660885932321905,0.8660891377049347
5,0.8791707005750202,0.8791774062672728,0.8791950003291644,0.879216824883884,0.879234544132797,0.8792413271966378,0.8792345441327978,0.8792168248838844,0.8791950003291626,0.879177406267273,0.8791707005750229
6,0.8828515314364176,0.8828584053202442,0.8828764495905801,0.882898850544255,0.8829170523762657,0.8829240236411289,0.8829170523762669,0.8828988505442543,0.8828764495905808,0.8828584053202454,0.8828515314364184
7,0.9022747804846181,0.9022658244680608,0.9022422233624398,0.9022127420312113,0.9021886405039287,0.9021793752188739,0.9021886405039278,0.9022127420312137,0.9022422233624408,0.9022658244680607,0.9022747804846187
8,0.9055125279007828,0.9054987788191342,0.9054627969048954,0.9054183477784585,0.9053824091321051,0.905368686779513,0.9053824091321049,0.9054183477784599,0.9054627969048947,0.9054987788191342,0.905512527900784
9,0.9424269108920316,0.9423775293974533,0.9422512932131577,0.9421008793791554,0.9419833309098405,0.9419393399029218,0.9419833309098391,0.9421008793791557,0.9422512932131581,0.9423775293974526,0.9424269108920325
10,0.9466890313645996,0.9465945715511117,0.9463766913918152,0.9461535368128136,0.9460027860949916,0.9459513591016064,0.9460027860949907,0.9461535368128147,0.9463766913918168,0.9465945715511108,0.9466890313646001
11,0.9494291933664789,0.9494483034079672,0.9494598694461662,0.9494136304358711,0.949338222501215,0.9493018849666819,0.9493382225012148,0.9494136304358711,0.9494598694461658,0.9494483034079656,0.9494291933664787
12,0.9550946653142246,0.954993844128217,0.9547647202464711,0.9545189554249407,0.9543321570099981,0.9542617211183109,0.9543321570099991,0.9545189554249399,0.9547647202464694,0.9549938441282154,0.9550946653142255
13,0.9580708609141354,0.958119433445294,0.9582289739035773,0.9583683446185715,0.9585038949056629,0.95856284930024,0.9585038949056642,0.9583683446185713,0.9582289739035766,0.958119433445291,0.9580708609141347
